Question|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
Whose video is titled Shape Up with Arnold ?|Whose video|WP$|NN|VBN|HUM
In which Kevin Costner movie did Sioux Indians play a role ?|which Kevin|WDT|NNP|VBP|ENTY
How many James Bond novels are there ?|How many|WRB|JJ|VBP|NUM
How do you get dates with the '' Hooters '' girls ?|How do|WRB|VBP|VB|DESC
What bird can swim but can 't fly ?|What bird|WP|NN|VB|ENTY
How can I get a comic character I made copyrighted and published ?|How can|WRB|MD|VB|DESC
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska's north coast ?|How large|WRB|JJ|VBZ|NUM
What is Plc ?|What is|WP|VBZ|VBZ|DESC
How much electricity does the brain need to work ?|How much|WRB|JJ|VBP|NUM
How many acres in a mile ?|How many|WRB|JJ|NNS|NUM
What Dickens novel has David carrying the message '' Barkis is willin '' to Peggy ?|What Dickens|WP|NNP|VBG|ENTY
What is a hyperlink ?|What is|WP|VBZ|VBZ|DESC
Who's the twin brother of the Greek goddess Artemis ?|Who 's|WP|VBZ|VBZ|HUM
Where did marijuana come from ?|Where did|WRB|VBD|VB|DESC
What is the per-capita income of Colombia , South America , ?|What is|WP|VBZ|VBZ|NUM
What novel has Big Brother watching ?|What novel|WP|NN|VBG|ENTY
How many Grammys did Michael Jackson win in 1983 ?|How many|WRB|JJ|NN|NUM
What does Elysium mean ?|What does|WP|VBZ|VB|DESC
What is the oldest website on the Internet ?|What is|WP|VBZ|VBZ|LOC
What is Shalom ?|What is|WP|VBZ|VBZ|DESC
What was the favorite sport of Tom Wolfe's The Pump House Gang ?|What was|WP|VBD|VBD|ENTY
What organic fuel do bog-dwellers use a '' slane '' to cut ?|What organic|WP|JJ|VBP|ENTY
What is the average age of a member of the team that worked on the Manhatten Project ?|What is that worked|WDT|VBD|VBZ|NUM
What country received all the Nobel Prizes awarded in 1976 ?|What country|WP|NN|VBD|LOC
How do you get rid on woodpeckers ?|How do|WRB|VBP|VB|DESC
How many syllables are there in a line of hendecasyllabic poetry ?|How many|WRB|JJ|VBP|NUM
What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?|What soft|WP|JJ|VBD|ENTY
What is Britain's possession on the Chinese mainland ?|What is|WP|VBZ|VBZ|LOC
Who was America's first Public Enemy No. 1 ?|Who was|WP|VBD|VBD|HUM
How many children under 18 are victims of some sort of Physical Abuse each year ?|How many|WRB|JJ|VBP|NUM
What is the origin of thank you notes ?|What is|WP|VBZ|VBZ|DESC
What did Jimmy Stewart invent ?|What did|WP|VBD|VB|ENTY
What generation am I in ?|What generation|WP|NN|VBP|ENTY
What is a fear of hell ?|What is|WP|VBZ|VBZ|ENTY
Who is Dear Abby ?|Who is|WP|VBZ|VBZ|HUM
Who lives at 24 Sussex Drive , Ottawa ?|Who lives|WP|VBZ|VBZ|HUM
What is Jell-O made from ?|What is|WP|VBZ|VBD|ENTY
Who was Monet ?|Who was|WP|VBD|VBD|HUM
What are the only two states that incorporate the Confederate battle flag in their flags ?|What are that incorporate|WDT|VBP|VBP|LOC
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?|How do|WRB|VBP|VB|DESC
What's the Southern dish made of pigs ' small intestines ?|What 's|WP|VBZ|VBZ|ENTY
Where is Guam ?|Where is|WRB|VBZ|VBZ|LOC
Who was the famous door-to-door brush salesman ?|Who was|WP|VBD|VBD|HUM
What is the executor in a will ?|What is|WP|VBZ|VBZ|DESC
What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?|What inescapable|WP|JJ|VBD|HUM
How many people in America snore ?|How many|WRB|JJ|VBD|NUM
Who is always trying to get the rent from Andy Capp ?|Who is|WP|VBZ|VBG|HUM
What soft drink is most heavily caffeinated ?|What soft|WP|JJ|VBZ|ENTY
Who did Jackie Kennedy commission to write The Death of a President ?|Who did|WP|VBD|NN|HUM
Which drug is commonly used to treat AIDS ?|Which drug|WDT|NN|VBN|ENTY
How many stars are there on the Soviet Union's flag ?|How many|WRB|JJ|VBP|NUM
What is the difference between microprocessors & microcontrollers ?|What is|WP|VBZ|VBZ|DESC
Who sought to create The Great Society ?|Who sought|WP|VBD|VBD|HUM
What are tourist attractions in Reims ?|What are|WP|VBP|VBP|LOC
What are the lengths of pearl necklaces ?|What are|WP|VBP|VBP|NUM
Who said : '' Soldiers win the battles and generals get the credit '' ?|Who said|WP|VBD|VBD|HUM
What is the proof that houseplants metabolize carcinogens ?|What is|WP|VBZ|VBZ|DESC
What prompted the co-pilot of the Enola Gay to enter only '' My God '' in his log ?|What prompted|WP|VBD|VBD|DESC
How long does it take the typical hen to lay 19 dozen eggs ?|How long|WRB|RB|VB|NUM
What Colorado city owns its own glacier ?|What Colorado|WP|NNP|VBZ|LOC
What is the history of '' the toast '' ?|What is|WP|VBZ|VBZ|DESC
What was the name of the Protestant revolt against the supremacy of the Pope ?|What was|WP|VBD|VBD|ENTY
What is an arab strap ?|What is|WP|VBZ|VBZ|DESC
How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,|How much whatever is|WDT|VBZ|VB|NUM
Who is the current UN Secretary General ?|Who is|WP|VBZ|VBZ|HUM
Who provides telephone service in Orange County , California ?|Who provides|WP|VBZ|VBZ|HUM
Where did guinea pigs originate ?|Where did|WRB|VBD|VBP|LOC
What two countries ' coastlines border the Bay of Biscay ?|What two|WP|CD|VBP|LOC
Why did Egyptians shave their eyebrows ?|Why did|WRB|VBD|VB|DESC
What organization did Mr. Waverly assign agents for ?|What organization|WP|NN|VB|HUM
When was the slinky invented ?|When was|WRB|VBD|VBN|NUM
What are the characters ' names in the Scooby-Doo cartoon ?|What are|WP|VBP|VBP|HUM
What is a fear of cold ?|What is|WP|VBZ|VBZ|ENTY
What was Eduard Shevardnadze's job in the Soviet Union ?|What was|WP|VBD|VBD|HUM
What causes rust ?|What causes|WP|VBZ|VBZ|DESC
Which is the only Dick Tracy villain to appear three times ?|Which is|WDT|VBZ|VBZ|HUM
What was the monster in Spielberg's film '' Jaws '' ?|What was|WP|VBD|VBD|ENTY
What color is an Arctic fox in winter ?|What color|WP|NN|VBZ|ENTY
What do the names Neil , Mary , and Anthony mean ?|What do|WP|VBP|VB|DESC
What European capital celebrated its 2 , 000th anniversary in 1951 ?|What European|WP|JJ|VBD|LOC
Why do people in the upper peninsula of Michagin say '' eh ? '' ?|Why do|WRB|VBP|VBP|DESC
What flower did Vincent Van Gogh paint ?|What flower|WP|NN|NN|ENTY
What country was the setting of You Only Live Twice ?|What country|WP|NN|VBD|LOC
What was Thatcher's approval rating after 10 years in power ?|What was|WP|VBD|VBD|NUM
Winnie the Pooh is what kind of animal ?|what kind|WP|NN|VBZ|ENTY
What was the first Funk 'N Lata , Brazilian group , success ?|What was|WP|VBD|VBD|DESC
What is a handheld PC ?|What is|WP|VBZ|VBZ|DESC
What did John Hinckley do to impress Jodie Foster ?|What did|WP|VBD|VBP|DESC
What is Larry King's job ?|What is|WP|VBZ|VBZ|HUM
How many calories are in a tomato ?|How many|WRB|JJ|VBP|NUM
In what state was the first co-educational college established|what state|WP|NN|VBD|LOC
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?|What war|WP|NN|VBD|ENTY
What is the treatment for depression ?|What is|WP|VBZ|VBZ|ENTY
What is a fear of slime ?|What is|WP|VBZ|VBZ|ENTY
What country in Latin America is the largest one ?|What country|WP|NN|VBZ|LOC
On which Hawaiian island is Pearl Harbor ?|which Hawaiian|WDT|JJ|VBZ|LOC
What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?|What feathered|WP|VBD|VB|HUM
What Marx Brothers movie centers on a stolen painting ?|What Marx|WP|NNP|NNS|ENTY
What was unusual about Alexandra's appearance in Josie and the Pussycats ?|What was|WP|VBD|VBD|DESC
What is the origin of the word '' mind '' ?|What is|WP|VBZ|VBZ|DESC
When was Dick Clark born ?|When was|WRB|VBD|VBN|NUM
What game is fatal to anybody over 21 ?|What game|WP|NN|VBZ|ENTY
What is the death toll of people dying from tuberculosis ?|What is|WP|VBZ|VBZ|NUM
What happened to Moon Maiden ?|What happened|WP|VBD|VBD|DESC
What city is wiener schnitzel named for ?|What city|WP|NN|VBZ|LOC
What are the Urals ?|What are|WP|VBP|VBP|DESC
How can you stop the itch from poison ivy ?|How can|WRB|MD|VB|DESC
What desert has the highest sand dunes ?|What desert|WP|NN|VBZ|LOC
What two countries contain Sierra Nevada mountains ?|What two|WP|CD|VBP|LOC
How do you tell your parents you are dating an older man ?|How do|WRB|VBP|VB|DESC
How long was the TV mission of Star Trek's Enterprise to be ?|How long|WRB|RB|VBD|NUM
What phone number can I call to have a tree planted ?|What phone|WP|NN|VB|NUM
When did the '' Star-Spangled Banner '' become the national anthem ?|When did|WRB|VBD|VBD|NUM
Who was Lacan ?|Who was|WP|VBD|VBD|HUM
What are the four natural aids used in riding a horse ?|What are|WP|VBP|VBP|ENTY
What continent's name appears on the upper left corner of a Budweiser label ?|What continent|WP|NN|VBZ|LOC
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?|Who was|WP|VBD|VBD|HUM
Who did Bobby Fischer beat to win the world chess championship ?|Who did|WP|VBD|VBD|HUM
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?|How do that are|WDT|VBP|VB|DESC
Where can I get information and statistics on countries and nations ?|Where can|WRB|MD|VB|LOC
Name a Gaelic language .||||VB|ENTY
What day is August 13 , 1971 ?||||VBZ|NUM
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?|Where can that offer|WDT|VBP|VB|LOC
How do you send a movie transcript to Hollywood so that it can be produced into a film ?|How do|WRB|VBP|VB|DESC
What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?|What literary|WP|JJ|NNS|ENTY
What is the origin of blue for boys and pink for girls ?|What is|WP|VBZ|VBZ|DESC
What is the name of the Michelangelo painting that shows two hands with fingers touching ?|What is that shows|WDT|VBZ|VBZ|ENTY
How big is a quart ?|How big|WRB|JJ|VBZ|NUM
What is the Hub of London ?|What is|WP|VBZ|VBZ|DESC
Jude Law acted in which film ?|which film|WDT|NN|VBD|ENTY
What causes panic attacks ?|What causes|WP|VBZ|VBZ|DESC
What was the filling in the first golf balls ?|What was|WP|VBD|VBD|DESC
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?|What drug|WP|NN|VBD|ENTY
What country was A Terrible Beauty to Leon Uris ?|What country|WP|NN|VBD|LOC
What is typhoid fever ?|What is|WP|VBZ|VBZ|DESC
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?|Where can|WRB|MD|VB|LOC
What are the Twin Cities ?|What are|WP|VBP|VBP|DESC
What is Beethoven's 9th symphony called ?|What is|WP|VBZ|VBZ|ENTY
Name the lawyer for Randy Craft .||||VB|HUM
Which breakfast cereal brought you '' the best each morning '' ?|Which breakfast|WDT|NN|VBD|ENTY
What does Ms. , Miss , and Mrs. stand for ?|What does|WP|VBZ|VB|ABBR
What is the Homelite Inc. home page ?|What is|WP|VBZ|VBZ|LOC
What explosive do you get by mixing charcoal , sulfur and saltpeter ?|What explosive|WDT|NN|VB|ENTY
What mountainous region of the world is the Lhasa Apso dog native to ?|What mountainous|WP|JJ|VBZ|LOC
What cancer is commonly associated with AIDS ?|What cancer|WP|NN|VBN|ENTY
How long does it take light to reach the Earth from the Sun ?|How long|WRB|RB|VB|NUM
Who lives at 39 Stone Canyon Way ?|Who lives|WP|VBZ|VBZ|HUM
How many questions are on this thing ?|How many|WRB|JJ|VBP|NUM
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?|Who played|WP|VBD|VBD|HUM
Who is Karenna Gore , Al Gore's oldest daughter , married to ?|Who is|WP|VBZ|VBZ|HUM
Who played the title role in I Was a Teenage Werewolf ?|Who played|WP|VBD|VBD|HUM
Why are there olives in martinis ?|Why are|WRB|VBP|VBP|DESC
In what year did Hitler gain power of Germany ?|what year|WDT|NN|VB|NUM
What year did Rossetti paint '' Beata Beatrix '' ?|What year|WDT|NN|NN|NUM
What record company produced the 1978 movie The Wiz ?|What record|WP|NN|VBD|HUM
Where can I find information about touring the Philippines ?|Where can|WRB|MD|VB|LOC
What did The Gas House Gang play ?|What did|WP|VBD|NN|ENTY
How many square feet is Bill Gates ' home ?|How many|WRB|JJ|VBZ|NUM
What is the name of actor Rex Harrison's son , who starred in a modestly popular TV show during the late 1960's ?|What is who starred|WP|VBD|VBZ|HUM
What is the highest Roman numeral ?|What is|WP|VBZ|VBZ|DESC
What's the most popular form of bridge ?|What 's|WP|VBZ|VBZ|ENTY
Who was the inventor of the stove ?|Who was|WP|VBD|VBD|HUM
What comedian has a legendary reputation for stealing jokes ?|What comedian|WP|NN|VBZ|HUM
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?|Where can that hit|WDT|VBD|VB|LOC
Boxing Day is celebrated on what date ?|what date|WDT|NN|VBN|NUM
What are the first ten amendements passed ?|What are|WP|VBP|VBN|ENTY
What is another term for the painful wrist syndrome ?|What is|WP|VBZ|VBZ|ENTY
What's the difference between sleet and freezing rain ?|What 's|WP|VBZ|VBZ|DESC
How is the new Ford Econoline van F25 V1 engine ?|How is|WRB|VBZ|VBZ|DESC
Who was the king who was forced to agree to the Magna Carta ?|Who was who was|WP|VBD|VBD|HUM
Who was made the first honorary citizen of the U.S. ?|Who was|WP|VBD|VBN|HUM
What game is Garry Kasparov really good at ?|What game|WP|NN|VBZ|ENTY
Where was Richard Nixon when Gerald Ford became president ?|Where was when Gerald|WRB|NNP|VBD|LOC
Where does the U.S. rank among world countries in area ?|Where does|WRB|VBZ|WRB|NUM
What novel did Ian Fleming introduce James Bond in ?|What novel|WDT|NN|VBP|ENTY
What was the target rate for M3 growth in 1992 ?|What was|WP|VBD|VBD|NUM
What baseball team was routinely called '' dem bums '' by its frustrated fans ?|What baseball|WP|NN|VBN|HUM
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?|whose literal|WP$|JJ|VBD|HUM
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?|When did|WRB|VBD|VB|NUM
What are the major differences in the Catholic and Methodist religions ?|What are|WP|VBP|VBP|DESC
Name the On Stage character whose face was never seen .|whose face|WP$|NN|VB|HUM
How much energy is released when oxygen and hydrogen mix ?|How much when oxygen|WRB|NN|VBN|NUM
What is the best Internet business to go into ?|What is|WP|VBZ|VBZ|HUM
What does Venus Retrograde mean ?|What does|WP|VBZ|NN|DESC
Who is known as '' the world's oldest teenager '' ?|Who is|WP|VBZ|VBN|HUM
What are the largest breweries in the world ?|What are|WP|VBP|VBP|LOC
What does Las Vegas mean ?|What does|WP|VBZ|NN|DESC
What does the word '' meta '' mean ?|What does|WP|VBZ|VB|DESC
What keeps clouds in the air ?|What keeps|WP|VBZ|VBZ|ENTY
What's the term for any four-sided figure ?|What 's|WP|VBZ|VBZ|ENTY
Ray Charles plays which instrument ?|which instrument|WDT|NN|VBZ|ENTY
What country and western singer is known as The Silver Fox ?|What country|WP|NN|VBN|LOC
What building appropriately enough is depicted on the back of the 1-dollar bill ?|What building|WP|NN|VBN|LOC
What is graduate school ?|What is|WP|VBZ|VBZ|DESC
What is the difference between New York-style and Chicago-style pizza ?|What is|WP|VBZ|VBZ|DESC
What baseball team owner and sailor is known as The Mouth of the South ?|What baseball|WP|NN|VBN|HUM
What type of betting is used in horse racing ?|What type|WDT|NN|VBN|ENTY
What kind of hat does Bat Masterson wear ?|What kind|WDT|NN|VB|ENTY
Who was with Patricia Hearst the night she was kidnaped ?|Who was|WP|VBD|VBD|HUM
What is the Viking Prince's first name ?|What is|WP|VBZ|VBZ|HUM
What does the abbreviation cwt. ?|What does|WP|VBZ|NN|ABBR
In what deodorant commercial did tenants have adjoining medicine cabinets ?|what deodorant|WP|NN|VB|ENTY
Where is Rider College located ?|Where is|WRB|VBZ|VBN|LOC
What boxer's life story is titled Raging Bull ?|What boxer|WP|NN|VBN|HUM
For what reason did some San Diego schools stop serving apples ?|what reason|WP|NN|VBP|DESC
Who advised listeners to '' see the U.S.A. in your Chevrolet '' ?|Who advised|WP|VBD|VBD|HUM
Where was the first restaurant ?|Where was|WRB|VBD|VBD|LOC
Where can I find full written draft of CTBT ?|Where can|WRB|MD|VB|LOC
How many horses died during the civil war ?|How many|WRB|JJ|VBD|NUM
How much waste does an average dairy cow produce in a day ?|How much|WRB|JJ|NN|NUM
What Nobel laureate was expelled from the Philippines before the conference on East Timor ?|What Nobel|WP|NNP|VBN|HUM
What woman has carried the most multiple births , twins , triplets , etc. , ?|What woman|WP|NN|VBN|HUM
How many minutes were there on the original GE College Bowl clock ?|How many|WRB|JJ|VBD|NUM
What is the average time it takes for a male to ejaculate ?|What is|WP|VBZ|VBZ|NUM
What is website of the International Court of Justice ?|What is|WP|VBZ|VBZ|LOC
Where are 8 of the 10 highest mountains in the world ?|Where are|WRB|VBP|VBP|LOC
Where can I look at a perpetual calendar ?|Where can|WRB|MD|VB|LOC
How many astronauts have been on the moon ?|How many|WRB|JJ|VBN|NUM
In what year did the Bounty mutiny happen ?|what year|WDT|NN|VB|NUM
What is the only substance that gives food its '' taste '' when eaten ?|What is that gives when eaten|WRB|VBN|VBZ|ENTY
