#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
Where is the Kalahari desert ?|LOC|VBZ|ROOT|NON|xx|is|NF
Where is the Kalahari desert ?|LOC|NNP|compound|ORG|Xxxxx|Kalahari|NF
Where is the Kalahari desert ?|LOC|NN|nsubj|NON|xxxx|desert|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NNP|compound|GPE|Xxxxx|Ventura|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NNP|compound|GPE|Xxxxx|County|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|compound|NON|xxxx|police|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|nsubj|NON|xxxx|department|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|VBD|ROOT|NON|xxxx|seized|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|JJS|amod|NON|xxxx|largest|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|compound|NON|xxxx|cocaine|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|neg|NON|xxxx|shipment|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|VBZ|ccomp|NON|'x|'s|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|attr|NON|xxxx|history|NF
What city is sometimes called Gotham ?|LOC|WP|det|NON|Xxxx|What|NF
What city is sometimes called Gotham ?|LOC|NN|nsubjpass|NON|xxxx|city|NF
What city is sometimes called Gotham ?|LOC|VBZ|auxpass|NON|xx|is|NF
What city is sometimes called Gotham ?|LOC|VBN|ROOT|NON|xxxx|called|NF
What city is sometimes called Gotham ?|LOC|NNP|oprd|GPE|Xxxxx|Gotham|NF
What dangles over the tongue from the palate ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What dangles over the tongue from the palate ?|ENTY|VBZ|ROOT|NON|xxxx|dangles|NF
What dangles over the tongue from the palate ?|ENTY|NN|pobj|NON|xxxx|tongue|NF
What dangles over the tongue from the palate ?|ENTY|NN|pobj|NON|xxxx|palate|NF
Who created Dennis the Menace ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who created Dennis the Menace ?|HUM|VBD|ROOT|NON|xxxx|created|NF
Who created Dennis the Menace ?|HUM|NNP|dobj|PERSON|Xxxxx|Dennis|NF
Who created Dennis the Menace ?|HUM|NNP|intj|FAC|Xxxxx|Menace|NF
What dummy received an honorary degree from Northwestern University ?|HUM|WP|nsubj|NON|Xxxx|What|NF
What dummy received an honorary degree from Northwestern University ?|HUM|VBD|aux|NON|xxxx|dummy|NF
What dummy received an honorary degree from Northwestern University ?|HUM|VBD|ROOT|NON|xxxx|received|NF
What dummy received an honorary degree from Northwestern University ?|HUM|JJ|amod|NON|xxxx|honorary|NF
What dummy received an honorary degree from Northwestern University ?|HUM|NN|dobj|NON|xxxx|degree|NF
What dummy received an honorary degree from Northwestern University ?|HUM|NNP|compound|ORG|Xxxxx|Northwestern|NF
What dummy received an honorary degree from Northwestern University ?|HUM|NNP|pobj|ORG|Xxxxx|University|NF
When was the first Wall Street Journal published ?|NUM|VBD|ROOT|NON|xxx|was|NF
When was the first Wall Street Journal published ?|NUM|JJ|amod|NON|xxxx|first|NF
When was the first Wall Street Journal published ?|NUM|NNP|compound|NON|Xxxx|Wall|NF
When was the first Wall Street Journal published ?|NUM|NNP|compound|NON|Xxxxx|Street|NF
When was the first Wall Street Journal published ?|NUM|NNP|attr|NON|Xxxxx|Journal|NF
When was the first Wall Street Journal published ?|NUM|VBN|acl|NON|xxxx|published|NF
What countries have the largest areas of forest ?|LOC|WP|det|NON|Xxxx|What|NF
What countries have the largest areas of forest ?|LOC|NNS|nsubj|NON|xxxx|countries|NF
What countries have the largest areas of forest ?|LOC|VBP|ROOT|NON|xxxx|have|NF
What countries have the largest areas of forest ?|LOC|JJS|amod|NON|xxxx|largest|NF
What countries have the largest areas of forest ?|LOC|NNS|dobj|NON|xxxx|areas|NF
What countries have the largest areas of forest ?|LOC|NN|pobj|NON|xxxx|forest|NF
How do I start a web based business ?|DESC|VBP|aux|NON|xx|do|NF
How do I start a web based business ?|DESC|VB|ROOT|NON|xxxx|start|NF
How do I start a web based business ?|DESC|NN|dobj|NON|xxx|web|NF
How do I start a web based business ?|DESC|VBN|amod|NON|xxxx|based|NF
How do I start a web based business ?|DESC|NN|npadvmod|NON|xxxx|business|NF
Name Alvin's brothers|HUM|NNP|compound|NON|Xxxx|Name|NF
Name Alvin's brothers|HUM|NNP|poss|PERSON|Xxxxx|Alvin|NF
Name Alvin's brothers|HUM|NNS|ROOT|NON|xxxx|brothers|NF
What is Eagle's syndrome styloid process ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is Eagle's syndrome styloid process ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is Eagle's syndrome styloid process ?|DESC|NNP|poss|ORG|Xxxxx|Eagle|NF
What is Eagle's syndrome styloid process ?|DESC|NN|amod|NON|xxxx|syndrome|NF
What is Eagle's syndrome styloid process ?|DESC|JJ|amod|NON|xxxx|styloid|NF
What is Eagle's syndrome styloid process ?|DESC|NN|nsubj|NON|xxxx|process|NF
How did Jayne Mansfield die ?|DESC|VBD|aux|NON|xxx|did|NF
How did Jayne Mansfield die ?|DESC|NNP|compound|PERSON|Xxxxx|Jayne|NF
How did Jayne Mansfield die ?|DESC|NNP|nsubj|PERSON|Xxxxx|Mansfield|NF
How did Jayne Mansfield die ?|DESC|VB|ROOT|NON|xxx|die|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|VBD|aux|NON|xxx|did|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|JJ|amod|NON|xxxx|royal|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|NN|nsubj|NON|xxxx|wedding|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|NNP|compound|PERSON|Xxxxx|Prince|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|NNP|pobj|PERSON|Xxxxx|Andrew|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|NNP|conj|GPE|Xxxxx|Fergie|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|VB|ROOT|NON|xxxx|take|NF
When did the royal wedding of Prince Andrew and Fergie take place ?|NUM|NN|dobj|NON|xxxx|place|NF
What actor said in A Day at the Races : '' Either he's dead or my watch has stopped '' ?|HUM|WP|det|NON|Xxxx|What|NF
What actor said in A Day at the Races : '' Either he's dead or my watch has stopped '' ?|HUM|NN|nsubj|NON|xxxx|actor|NF
What actor said in A Day at the Races : '' Either he's dead or my watch has stopped '' ?|HUM|VBD|ROOT|NON|xxxx|said|NF
What actor said in A Day at the Races : '' Either he's dead or my watch has stopped '' ?|HUM|NN|pobj|DATE|Xxx|Day|NF
What actor said in A Day at the Races : '' Either he's dead or my watch has stopped '' ?|HUM|NNPS|pobj|NON|Xxxxx|Races|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|WP|det|NON|Xxxx|What|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|NN|nsubjpass|NON|xxxx|explorer|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|VBD|auxpass|NON|xxx|was|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|VBN|ROOT|NON|xxxx|nicknamed|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|NNP|poss|GPE|Xxxxx|Iberia|NF
What explorer was nicknamed Iberia's Pilot ?|HUM|NN|oprd|NON|Xxxxx|Pilot|NF
CNN began broadcasting in what year ?|NUM|NNP|nsubj|ORG|XXX|CNN|NF
CNN began broadcasting in what year ?|NUM|VBD|ROOT|NON|xxxx|began|NF
CNN began broadcasting in what year ?|NUM|VBG|xcomp|NON|xxxx|broadcasting|NF
CNN began broadcasting in what year ?|NUM|WP|det|NON|xxxx|what|NF
CNN began broadcasting in what year ?|NUM|NN|pobj|NON|xxxx|year|NF
What is a ball that hits the foul pole called ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What is a ball that hits the foul pole called ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is a ball that hits the foul pole called ?|ENTY|NN|attr|NON|xxxx|ball|NF
What is a ball that hits the foul pole called ?|ENTY|WDT|nsubj|NON|xxxx|that|NF
What is a ball that hits the foul pole called ?|ENTY|VBZ|relcl|NON|xxxx|hits|NF
What is a ball that hits the foul pole called ?|ENTY|JJ|compound|NON|xxxx|foul|NF
What is a ball that hits the foul pole called ?|ENTY|NN|dobj|NON|xxxx|pole|NF
What is a ball that hits the foul pole called ?|ENTY|VBN|acl|NON|xxxx|called|NF
What makes hamburgers taste like steakburgers ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What makes hamburgers taste like steakburgers ?|DESC|VBZ|ROOT|NON|xxxx|makes|NF
What makes hamburgers taste like steakburgers ?|DESC|NNS|nsubj|NON|xxxx|hamburgers|NF
What makes hamburgers taste like steakburgers ?|DESC|VB|ccomp|NON|xxxx|taste|NF
What makes hamburgers taste like steakburgers ?|DESC|NNS|pobj|NON|xxxx|steakburgers|NF
Which company created the Internet browser Mosaic ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which company created the Internet browser Mosaic ?|HUM|NN|nsubj|NON|xxxx|company|NF
Which company created the Internet browser Mosaic ?|HUM|VBD|ROOT|NON|xxxx|created|NF
Which company created the Internet browser Mosaic ?|HUM|NN|compound|NON|Xxxxx|Internet|NF
Which company created the Internet browser Mosaic ?|HUM|NN|dobj|NON|xxxx|browser|NF
Which company created the Internet browser Mosaic ?|HUM|NNP|appos|ORG|Xxxxx|Mosaic|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|WP|attr|NON|Xxxx|What|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|VBP|ROOT|NON|xxx|are|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|NNS|nsubj|NON|xxxx|rites|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|VBG|acl|NON|xxxx|accompanying|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|NN|dobj|NON|xxxx|circumcision|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|VBN|amod|NON|xxxx|born|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|NN|pobj|NON|xxxx|child|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|NNP|pobj|ORG|Xxxxx|Judaism|NF
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?|ENTY|VBN|acl|NON|xxxx|called|NF
What was the education system in the 1960's ?|ENTY|WP|attr|NON|Xxxx|What|NF
What was the education system in the 1960's ?|ENTY|VBD|ROOT|NON|xxx|was|NF
What was the education system in the 1960's ?|ENTY|NN|compound|NON|xxxx|education|NF
What was the education system in the 1960's ?|ENTY|NN|nsubj|NON|xxxx|system|NF
What was the education system in the 1960's ?|ENTY|CD|pobj|DATE|dddd|1960|NF
What South American city has the world's highest commercial landing field ?|LOC|WDT|det|NON|Xxxx|What|NF
What South American city has the world's highest commercial landing field ?|LOC|JJ|amod|NORP|Xxxxx|South|NF
What South American city has the world's highest commercial landing field ?|LOC|JJ|amod|NORP|Xxxxx|American|NF
What South American city has the world's highest commercial landing field ?|LOC|NN|nsubj|NON|xxxx|city|NF
What South American city has the world's highest commercial landing field ?|LOC|VBZ|ROOT|NON|xxx|has|NF
What South American city has the world's highest commercial landing field ?|LOC|NN|poss|NON|xxxx|world|NF
What South American city has the world's highest commercial landing field ?|LOC|JJS|amod|NON|xxxx|highest|NF
What South American city has the world's highest commercial landing field ?|LOC|JJ|amod|NON|xxxx|commercial|NF
What South American city has the world's highest commercial landing field ?|LOC|NN|compound|NON|xxxx|landing|NF
What South American city has the world's highest commercial landing field ?|LOC|NN|dobj|NON|xxxx|field|NF
How can I find out which cities have cable-modem access ?|DESC|MD|aux|NON|xxx|can|NF
How can I find out which cities have cable-modem access ?|DESC|VB|ROOT|NON|xxxx|find|NF
How can I find out which cities have cable-modem access ?|DESC|WDT|dep|NON|xxxx|which|NF
How can I find out which cities have cable-modem access ?|DESC|NNS|nsubj|NON|xxxx|cities|NF
How can I find out which cities have cable-modem access ?|DESC|VBP|ccomp|NON|xxxx|have|NF
How can I find out which cities have cable-modem access ?|DESC|NN|compound|NON|xxxx|cable|NF
How can I find out which cities have cable-modem access ?|DESC|NN|compound|NON|xxxx|modem|NF
How can I find out which cities have cable-modem access ?|DESC|NN|dobj|NON|xxxx|access|NF
What is Betsy Ross famous for ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is Betsy Ross famous for ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is Betsy Ross famous for ?|DESC|NNP|compound|PERSON|Xxxxx|Betsy|NF
What is Betsy Ross famous for ?|DESC|NNP|nsubj|PERSON|Xxxx|Ross|NF
What is Betsy Ross famous for ?|DESC|JJ|acomp|NON|xxxx|famous|NF
How many species of sharks are there ?|NUM|JJ|amod|NON|xxxx|many|NF
How many species of sharks are there ?|NUM|NNS|nsubj|NON|xxxx|species|NF
How many species of sharks are there ?|NUM|NNS|pobj|NON|xxxx|sharks|NF
How many species of sharks are there ?|NUM|VBP|ROOT|NON|xxx|are|NF
What is '' snoogans '' ?|DESC|WP|attr|NON|Xxxx|What|NF
What is '' snoogans '' ?|DESC|VBZ|ROOT|NON|xx|is|NF
How many people are there in the world ?|NUM|JJ|amod|NON|xxxx|many|NF
How many people are there in the world ?|NUM|NNS|nsubj|NON|xxxx|people|NF
How many people are there in the world ?|NUM|VBP|ROOT|NON|xxx|are|NF
How many people are there in the world ?|NUM|NN|pobj|NON|xxxx|world|NF
What shrubs can be planted that will be safe from deer ?|ENTY|WP|det|NON|Xxxx|What|NF
What shrubs can be planted that will be safe from deer ?|ENTY|NNS|nsubjpass|NON|xxxx|shrubs|NF
What shrubs can be planted that will be safe from deer ?|ENTY|MD|aux|NON|xxx|can|NF
What shrubs can be planted that will be safe from deer ?|ENTY|VB|auxpass|NON|xx|be|NF
What shrubs can be planted that will be safe from deer ?|ENTY|VBN|advmod|NON|xxxx|planted|NF
What shrubs can be planted that will be safe from deer ?|ENTY|MD|aux|NON|xxxx|will|NF
What shrubs can be planted that will be safe from deer ?|ENTY|VB|ROOT|NON|xx|be|NF
What shrubs can be planted that will be safe from deer ?|ENTY|JJ|acomp|NON|xxxx|safe|NF
What shrubs can be planted that will be safe from deer ?|ENTY|NN|pobj|NON|xxxx|deer|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|WP|det|NON|Xxxx|What|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|NN|poss|NON|xxxx|organization|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|NNS|nsubjpass|NON|xxxx|offices|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|VBD|auxpass|NON|xxxx|were|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|VBN|ROOT|NON|xxxx|broken|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|NNP|pobj|EVENT|Xxxxx|Watergate|NF
What organization's offices were broken into at Watergate in 1972 ?|HUM|CD|pobj|DATE|dddd|1972|NF
What is the design of the ship Titanic ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the design of the ship Titanic ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the design of the ship Titanic ?|DESC|NN|nsubj|NON|xxxx|design|NF
What is the design of the ship Titanic ?|DESC|NN|pobj|NON|xxxx|ship|NF
What is the design of the ship Titanic ?|DESC|NNP|npadvmod|PRODUCT|Xxxxx|Titanic|NF
What does S.O.S. stand for ?|ABBR|WP|"pobj||prep"|NON|Xxxx|What|NF
What does S.O.S. stand for ?|ABBR|VBZ|aux|NON|xxxx|does|NF
What does S.O.S. stand for ?|ABBR|NNP|nsubj|LOC|X.X.X.|S.O.S.|NF
What does S.O.S. stand for ?|ABBR|VB|ROOT|NON|xxxx|stand|NF
Name a technique widely used to detect birth defects ?|ENTY|VB|ROOT|NON|Xxxx|Name|NF
Name a technique widely used to detect birth defects ?|ENTY|NN|dobj|NON|xxxx|technique|NF
Name a technique widely used to detect birth defects ?|ENTY|VBN|acl|NON|xxxx|used|NF
Name a technique widely used to detect birth defects ?|ENTY|VB|xcomp|NON|xxxx|detect|NF
Name a technique widely used to detect birth defects ?|ENTY|NN|compound|NON|xxxx|birth|NF
Name a technique widely used to detect birth defects ?|ENTY|NNS|dobj|NON|xxxx|defects|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|JJ|amod|DATE|xxxx|daily|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|NN|nsubj|NON|xxxx|requirement|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|NN|compound|NON|xxxx|folic|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|NN|pobj|NON|xxxx|acid|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|JJ|amod|NON|xxxx|expectant|NF
What is the daily requirement of folic acid for an expectant mother ?|DESC|NN|pobj|NON|xxxx|mother|NF
What is the '' 7-minute cigarette '' ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the '' 7-minute cigarette '' ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the '' 7-minute cigarette '' ?|DESC|CD|nummod|PRODUCT|d-xxxx|7-minute|NF
What is the '' 7-minute cigarette '' ?|DESC|NN|nsubj|NON|xxxx|cigarette|NF
What four forms does gold occur in ?|ENTY|WP|det|NON|Xxxx|What|NF
What four forms does gold occur in ?|ENTY|CD|nummod|CARDINAL|xxxx|four|NF
What four forms does gold occur in ?|ENTY|NNS|dobj|NON|xxxx|forms|NF
What four forms does gold occur in ?|ENTY|VBZ|aux|NON|xxxx|does|NF
What four forms does gold occur in ?|ENTY|NN|nsubj|NON|xxxx|gold|NF
What four forms does gold occur in ?|ENTY|VB|ROOT|NON|xxxx|occur|NF
What is the acreage of the Chappellet vineyard ?|NUM|WP|attr|NON|Xxxx|What|NF
What is the acreage of the Chappellet vineyard ?|NUM|VBZ|ROOT|NON|xx|is|NF
What is the acreage of the Chappellet vineyard ?|NUM|NN|nsubj|NON|xxxx|acreage|NF
What is the acreage of the Chappellet vineyard ?|NUM|NNP|compound|PERSON|Xxxxx|Chappellet|NF
What is the acreage of the Chappellet vineyard ?|NUM|NN|pobj|NON|xxxx|vineyard|NF
How do you correctly say the word ' qigong ' ?|DESC|VBP|aux|NON|xx|do|NF
How do you correctly say the word ' qigong ' ?|DESC|VB|ROOT|NON|xxx|say|NF
How do you correctly say the word ' qigong ' ?|DESC|NN|dobj|NON|xxxx|word|NF
How do you correctly say the word ' qigong ' ?|DESC|NN|appos|NON|xxxx|qigong|NF
When did beethoven die ?|NUM|VBD|aux|NON|xxx|did|NF
When did beethoven die ?|NUM|VBN|nsubj|NON|xxxx|beethoven|NF
When did beethoven die ?|NUM|VB|ROOT|NON|xxx|die|NF
How much does a new railroad coal car cost ?|NUM|JJ|amod|NON|xxxx|much|NF
How much does a new railroad coal car cost ?|NUM|VBZ|ROOT|NON|xxxx|does|NF
How much does a new railroad coal car cost ?|NUM|JJ|amod|NON|xxx|new|NF
How much does a new railroad coal car cost ?|NUM|NN|compound|NON|xxxx|railroad|NF
How much does a new railroad coal car cost ?|NUM|NN|compound|NON|xxxx|coal|NF
How much does a new railroad coal car cost ?|NUM|NN|compound|NON|xxx|car|NF
How much does a new railroad coal car cost ?|NUM|NN|dobj|NON|xxxx|cost|NF
What two European countries entered the War of American Independence against the British ?|LOC|WP|dep|NON|Xxxx|What|NF
What two European countries entered the War of American Independence against the British ?|LOC|CD|nummod|CARDINAL|xxx|two|NF
