Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
Where can I get information about cystic fibrosis ?|Where|Where can|WRB|MD|VB|LOC
Where did Honecker rule ?|Where|Where did|WRB|VBD|NN|LOC
What is the theory of equivalence states ?|What|What is|WP|VBZ|VBZ|DESC
What does a philatelist collect ?|What|What does|WP|VBZ|VB|ENTY
What is the life span of the average monkey ?|What|What is|WP|VBZ|VBZ|NUM
How many member states are in the UN ?|How|How many|WRB|JJ|VBP|NUM
Who shot and killed himself while painting Wheatfield with Crows ?|Who|Who shot|WP|VBD|VBD|HUM
What will happen when sodium is put in water ?|when|What will when sodium|WRB|NN|VB|DESC
What's the meaning of UOL ?|What|What 's|WP|VBZ|VBZ|DESC
What future President became Senate majority whip under Harry Truman ?|What|What future|WDT|JJ|VBD|HUM
Who was the architect of Central Park ?|Who|Who was|WP|VBD|VBD|HUM
Which operating system runs on IBM-compatible machines ?|Which|Which operating|WDT|VBG|VBZ|ENTY
What are the dimensions of an ice hockey goal ?|What|What are|WP|VBP|VBP|NUM
When was CNN's first broadcast ?|When|When was|WRB|VBD|VBD|NUM
What are the signs of a country going into a recession ?|What|What are|WP|VBP|VBP|ENTY
What is the circumorbital hematoma ?|What|What is|WP|VBZ|VBZ|DESC
What African country is governed from Ouagadougou ?|What|What African|WDT|JJ|VBN|LOC
What was the Christian name of the title character in Our Miss Brooks ?|What|What was|WP|VBD|VBD|HUM
What hard-of hearing artist painted Sunflowers ?|What|What hard|WDT|JJ|VBD|HUM
Who were the Yankee's frequent enemies ?|Who|Who were|WP|VBD|VBD|HUM
Who wrote Sons and Lovers ?|Who|Who wrote|WP|VBD|VBD|HUM
What is the English translation for the word '' caliente '' ?|What|What is|WP|VBZ|VBZ|ENTY
What handicraft requires you to interlace your warp and weft ?|What|What handicraft|WDT|NN|VBZ|ENTY
What French seaport claims to be The Home of Wines ?|What|What French|WDT|JJ|NNS|LOC
How long does it take sunlight to reach Earth ?|How|How long|WRB|RB|VB|NUM
How many milliseconds in a second ?|How|How many|WRB|JJ|NNS|NUM
What Cherokee Indian gave his name to a tree ?|What|What Cherokee|WP|NNP|VBD|HUM
When were camcorders introduced in Malaysia ?|When|When were|WRB|VBD|VBD|NUM
What is the chance of conceiving quadruplets ?|What|What is|WP|VBZ|VBZ|NUM
Who was the star of Leave It to Beaver ?|Who|Who was|WP|VBD|VBD|HUM
What countries have the largest armed forces in the world ?|What|What countries|WDT|NNS|VBP|LOC
What was William F. Cody's better-known name ?|What|What was|WP|VBD|VBD|HUM
How do I increase my biceps ' size ?|How|How do|WRB|VBP|VB|DESC
Who did Richard Nixon tender his resignation to ?|Who|Who did|WP|VBD|VB|HUM
Who was Thucydides ?|Who|Who was|WP|VBD|VBD|HUM
How is the element strontium purified ?|How|How is|WRB|VBZ|VBZ|DESC
Which of the following rock 'n roll stars has a '' star '' on Hollywood Boulevard ?|Which|Which of|WDT|IN|VBZ|HUM
What are tonsils for ?|What|What are|WP|VBP|VBP|DESC
What molecules include fluorine , sodium and magnesium ?|What|What molecules|WDT|NNS|VBP|ENTY
What was the name of the ball game played by the mayans ?|What|What was|WP|VBD|VBD|ENTY
What was the sequel to The Moon's Balloon ?|What|What was|WP|VBD|VBD|ENTY
What is the exchange rate for Australian to American money ?|What|What is|WP|VBZ|VBZ|NUM
What is the origin of the word ' posh ' ?|What|What is|WP|VBZ|VBZ|DESC
How can anyone tell if a female had sexual intercourse ?|How|How can|WRB|MD|VB|DESC
How many states did Richard Nixon carry in 1972 ?|How|How many|WRB|JJ|VB|NUM
What basketball maneuver did Bert Loomis invent ?|What|What basketball|WDT|NN|VB|ENTY
What is a good book to read for people who hate to read ?|who|What is who hate|WP|VBP|VBZ|ENTY
How many shillings more than 2 were there in a guinea ?|How|How many|WRB|JJ|VBD|NUM
What does a tarantula eat ?|What|What does|WP|VBZ|VB|ENTY
What are the three secondary colors ?|What|What are|WP|VBP|VBP|ENTY
What does the name '' Sabrina '' mean ?|What|What does|WP|VBZ|NN|DESC
Who took over as conductor of the Boston Pops after Arthur Fiedler's long reign ?|Who|Who took|WP|VBD|VBD|HUM
What were the trials called which followed World War II ?|which|What were which followed|WDT|VBD|VBD|ENTY
What is hebephrenia ?|What|What is|WP|VBZ|VBZ|DESC
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?|What|What Nazi|WP|NNP|VBD|HUM
What famous events have happened on March 27 ?|What|What famous|WDT|JJ|VBN|ENTY
Which company claimed to be '' the world's biggest toy store '' ?|Which|Which company|WDT|NN|VBD|HUM
What brand number graces the black label of a bottle of Jack Daniel's ?|What|What brand|WDT|NN|VBZ|NUM
What do I call the sons and daughters of my first cousins ?|What|What do|WP|VBP|VB|ENTY
What were the causes of the Civil War ?|What|What were|WP|VBD|VBD|DESC
What are Maid-Rites ?|What|What are|WP|VBP|VBP|DESC
What city is terrorized by Dracula in The Night Stalker ?|What|What city|WDT|NN|VBN|LOC
How can you prevent it ?|How|How can|WRB|MD|VB|DESC
What do the names Andrew and Christina mean ?|What|What do|WP|VBP|VBP|DESC
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?|What|What chocolate|WDT|NN|VBN|ENTY
Who is the fastest guitarist ?|Who|Who is|WP|VBZ|VBZ|HUM
What do camels store in their humps ?|What|What do|WP|VBP|NN|ENTY
What is the name of the second space shuttle ?|What|What is|WP|VBZ|VBZ|ENTY
What is the best hospital for orthopedics in the country ?|What|What is|WP|VBZ|VBZ|LOC
What are perfect tenses ?|What|What are|WP|VBP|VBP|DESC
What is commonly considered the fifth sense ?|What|What is|WP|VBZ|VBN|DESC
What was another name for East Germany ?|What|What was|WP|VBD|VBD|ENTY
What's the second-biggest-selling magazine in America ?|What|What 's|WP|VBZ|VBZ|ENTY
Who betrayed Norway to the Nazis ?|Who|Who betrayed|WP|VBD|VBD|HUM
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?|Who|Who took|WP|VBD|VBD|HUM
What is a bourdon tube ?|What|What is|WP|VBZ|VBZ|DESC
What kind of a sports team is the Wisconsin Badgers ?|What|What kind|WDT|NN|VBZ|ENTY
Who were the Picts ?|Who|Who were|WP|VBD|VBD|HUM
What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?|What|What do|WP|VBP|VBP|DESC
What is film noir ?|What|What is|WP|VBZ|VBZ|DESC
Who is stationed at Camp Swampy in the comic strips ?|Who|Who is|WP|VBZ|VBN|HUM
In what year did China and the Republic of Korea establish diplomatic relations ?|what|what year|WDT|NN|VB|NUM
What causes tuberculosis ?|What|What causes|WP|VBZ|VBZ|DESC
How tall is the giraffe ?|How|How tall|WRB|JJ|VBZ|NUM
What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?|What|What actor|WDT|NN|VBD|HUM
What animal was the heat-seeking missile called the Sidewinder named for ?|What|What animal|WDT|NN|VBD|ENTY
How long did it take Stanley to find Livingstone ?|How|How long|WRB|RB|VB|NUM
How much of the nation's children between the ages of two and eleven watch ' The Simpsons ' ?|How|How much|WRB|JJ|JJ|NUM
What lake is Sheboygan on ?|What|What lake|WP|NN|VBZ|LOC
What are a baseball team's firemen ?|What|What are|WP|VBP|VBP|DESC
What is a fear of color ?|What|What is|WP|VBZ|VBZ|ENTY
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?|What|What Nantucket|WP|NNP|VBD|ENTY
What are the two largest birds on earth ?|What|What are|WP|VBP|VBP|ENTY
What is the largest lake in North America ?|What|What is|WP|VBZ|VBZ|LOC
How many people died because of a smoking problem in 1997 ?|How|How many|WRB|JJ|VBD|NUM
What is chronic constipation a symptom of ?|What|What is|WP|VBZ|VBZ|ENTY
Who wrote The Look of Love after viewing Ursula Andress ?|Who|Who wrote|WP|VBD|VBD|HUM
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?|who|What is who won|WP|VBD|VBZ|HUM
Who claims to have the greatest show on earth ?|Who|Who claims|WP|VBZ|VBZ|HUM
What is Head Start ?|What|What is|WP|VBZ|VBZ|DESC
What Honeymooners actress did Television magazine name as 1953's most promising star ?|What|What Honeymooners|WP|NNP|VBD|HUM
Why can 't women serve in the Navy on board submarines ?|Why|Why can|WRB|MD|VBP|DESC
What did the Yalta Conference lead to ?|What|What did|WP|VBD|NN|ENTY
What dog was dubbed The Mortgage Lifter ?|What|What dog|WDT|NN|VBN|ENTY
What is saltpeter ?|What|What is|WP|VBZ|VBZ|DESC
What's the difference between J.D. and LL.M. ?|What|What 's|WP|VBZ|VBZ|DESC
What kind of organization is ' Last Chance for Animals ' ?|What|What kind|WDT|NN|VBZ|HUM
What was the role of the Medieval Guild ?|What|What was|WP|VBD|VBD|HUM
Silly putty was invented by whom ?|whom|whom ?|WP|.|VBN|HUM
What should the oven be set at for baking Peachy Oat Muffins ?|What|What should|WP|MD|VBN|ENTY
How can someone become a federal agent ?|How|How can|WRB|MD|VB|DESC
Who invented the paper clip ?|Who|Who invented|WP|VBD|VBD|HUM
Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?|Whom|Whom did|WP|VBD|VB|HUM
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?|How|How many|WRB|JJ|VBD|NUM
What city or state do the most gay men live in ?|What|What city|WDT|NN|VBP|LOC
Shea and Gould had an office in Los Angeles for how long before closing it ?|how|how long|WRB|RB|VBD|NUM
What word occurs 46 , 227 times in the Bible ?|What|What word|WDT|NN|VBZ|ENTY
How can you be happy ?|How|How can|WRB|MD|VB|DESC
How would someone go about becoming an organ donor ?|How|How would|WRB|MD|VB|DESC
What year did Degas create the bronze sculpture , '' Fourth Position Front ? ''|What|What year|WDT|NN|VB|NUM
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?|What|What composer|WDT|NN|VBN|HUM
How many URL extensions are there ? and what are they ?|How|How many|WRB|JJ|VBP|NUM
How long after intercourse does it take to find out if you are pregnant ?|How|How long|WRB|RB|VB|NUM
What does U.S.S.R. stand for ?|What|What does|WP|VBZ|VB|ABBR
Who created the Fantastic Four , Hulk , and Thor ?|Who|Who created|WP|VBD|VBD|HUM
What is a fear of gravity ?|What|What is|WP|VBZ|VBZ|ENTY
Who is the composer of '' Canon in D Major '' ?|Who|Who is|WP|VBZ|VBZ|HUM
What did n't Rocky Marciano do in his pro boxing career ?|What|What did|WP|VBD|VBP|DESC
Where are all European and American eels born ?|Where|Where are|WRB|VBP|VBP|LOC
Who was the author of the novel '' Far From the Madding Crowd '' ?|Who|Who was|WP|VBD|VBD|HUM
What is the definition of ' graphic details ' ?|What|What is|WP|VBZ|VBZ|DESC
What was '' America's recessed-filter cigarette '' ?|What|What was|WP|VBD|VBD|ENTY
What kind of dog is Scooby Doo ?|What|What kind|WDT|NN|VBZ|ENTY
What is the function of the appendix ?|What|What is|WP|VBZ|VBZ|DESC
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?|What|What department|WDT|NN|VBZ|HUM
Which sex is twice as likely to contract leprosy ?|Which|Which sex|WDT|NN|VBZ|ENTY
What was the first town to be chartered in Vermont ?|What|What was|WP|VBD|VBD|LOC
What state has the longest Great Lakes shoreline ?|What|What state|WDT|NN|VBZ|LOC
What U.S. state ends with a G ?|What|What U.S.|WP|NNP|VBZ|LOC
How many varieties of twins are there ?|How|How many|WRB|JJ|VBP|NUM
What is a Cartesian Diver ?|What|What is|WP|VBZ|VBZ|DESC
What are the largest libraries in the US ?|What|What are|WP|VBP|VBP|LOC
How many people live in the Falklands ?|How|How many|WRB|JJ|VBP|NUM
Who was Camp David named for ?|Who|Who was|WP|VBD|VBD|HUM
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?|What|What document|WDT|NN|VBP|ENTY
Who portrayed '' the man without a face '' in the movie of the same name ?|Who|Who portrayed|WP|VBD|VBD|HUM
What happened in dogtown in 1899 to make that year remembered ?|What|What happened|WP|VBD|VBD|DESC
What wheel did Blaise Pascal invent in a search for perpetual motion ?|What|What wheel|WDT|NN|NN|ENTY
How much money was the minimum wage in 1991 ?|How|How much|WRB|JJ|VBD|NUM
In what year was the first patent for the pull-tab opener on cans obtained ?|what|what year|WDT|NN|VBD|NUM
What country boasts the most dams ?|What|What country|WP|NN|VBZ|LOC
What is the regular price ?|What|What is|WP|VBZ|VBZ|NUM
What Metropolis landmark was first introduced in the Superman cartoons of the 1940's ?|What|What Metropolis|WP|NN|VBN|LOC
Where can one find Mozambique ?|Where|Where can|WRB|MD|VB|LOC
How do you recognize anorexia ?|How|How do|WRB|VBP|VB|DESC
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?|What|What Mary|WP|NNP|VBD|ENTY
In what city is the US Declaration of Independence located ?|what|what city|WDT|NN|VBZ|LOC
What is the largest variety of cactus ?|What|What is|WP|VBZ|VBZ|DESC
Who won the first World Series ?|Who|Who won|WP|VBD|VBD|HUM
What did Aaron Hass write ?|What|What did|WP|VBD|VB|ENTY
Who is Samuel Pickering ?|Who|Who is|WP|VBZ|VBZ|HUM
What was the business of the animated Sky Hawks ?|What|What was|WP|VBD|VBD|HUM
Who was credited with saying : '' I never met a man I did n't like '' ?|Who|Who was|WP|VBD|VBN|HUM
What overalls are named for Dungri , a suburb of Bombay ?|What|What overalls|WDT|NNS|VBN|ENTY
Why do rooftops give off steam after a big rainstorm ?|Why|Why do|WRB|VBP|VB|DESC
What nationality was Jackson Pollock ?|What|What nationality|WDT|NN|VBD|LOC
How much of the earth's surface is permanently frozen ?|How|How much|WRB|JJ|VBN|NUM
What is the connection between New Krypton and Daxam ?|What|What is|WP|VBZ|VBZ|ENTY
When was Queen Victoria born ?|When|When was|WRB|VBD|VBN|NUM
How many people were executed for Abraham Lincoln's assassination ?|How|How many|WRB|JJ|VBN|NUM
What must a Las Vegas blackjack dealer do when he reaches 16 ?|when|What must when he|WRB|PRP|VB|DESC
What is worth seeing in Reims ?|What|What is|WP|VBZ|VBZ|LOC
What type of performer is Ileana Cotrubas ?|What|What type|WDT|NN|VBZ|ENTY
When was Yemen reunified ?|When|When was|WRB|VBD|VBD|NUM
What line of candy products included Super Skrunch and Peanut Butter Oompas ?|What|What line|WDT|NN|VBD|ENTY
Why did the Anglican church split from the Vatican ?|Why|Why did|WRB|VBD|VBD|DESC
What organization has a Security Council ?|What|What organization|WDT|NN|VBZ|HUM
How would I find the price of different organs that have been donated ?|that|How would that have|WDT|VBP|VB|DESC
What Mexican leader was shot dead in 1923 ?|What|What Mexican|WP|JJ|VBN|HUM
What does NECROSIS mean ?|What|What does|WP|VBZ|VB|ABBR
What is magnetar ?|What|What is|WP|VBZ|VBZ|DESC
What feud ended with a marriage in Kentucky on March 21 , 1891 ?|What|What feud|WDT|NN|VBD|ENTY
What color is the stripe along each side of a Coho salmon ?|What|What color|WDT|NN|VBZ|ENTY
What is the federal minimum wage ?|What|What is|WP|VBZ|VBZ|NUM
Mississippi is nicknamed what ?|what|what ?|WP|.|VBN|ENTY
What are the unemployment statistics for the years 1965 and 1990 ?|What|What are|WP|VBP|VBP|NUM
Where is Santa Lucia ?|Where|Where is|WRB|VBZ|VBZ|LOC
What female painter produced primitives of rural New England life ?|What|What female|WDT|JJ|VBD|HUM
What are names of two old men who appear in the serial tv Muppets Show ?|who|What are who appear|WP|VBP|VBP|HUM
What war saw battles at Parrot's Beak and Black Virgin ?|What|What war|WDT|NN|VBD|ENTY
What should you yell to hail a taxi in Madrid ?|What|What should|WP|MD|VB|DESC
What is the horsepower of the shuttle boosters ?|What|What is|WP|VBZ|VBZ|NUM
What year did Apartheid start ?|What|What year|WDT|NN|VB|NUM
Who created Big Ben ?|Who|Who created|WP|VBD|VBD|HUM
What city is found in the city of OZ ?|What|What city|WDT|NN|VBN|LOC
What ever happened to the once popular Yale Lock Company ?|What|What ever|WP|RB|VBD|DESC
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?|What|What did|WP|VBD|VBP|ENTY
What populous state covers 49 , 576 square miles ?|What|What populous|WDT|JJ|VBZ|LOC
What college football team did Knute Rockne build into a power ?|What|What college|WDT|NN|VBD|HUM
In what state was there an 11 million gallon oil spill ?|what|what state|WDT|NN|VBD|LOC
When did Aldous Huxley write , '' Brave New World '' ?|When|When did|WRB|VBD|VB|NUM
What country did the ancient Romans refer to as Hibernia ?|What|What country|WP|NN|VBP|LOC
In what high-risk business venture did Jimmy the Greek bet and lose ?|what|what high|WDT|JJ|VBD|HUM
What do chefs call The Master Spice ?|What|What do|WP|VBP|VB|ENTY
What is the abbreviation of General Motors ?|What|What is|WP|VBZ|VBZ|ABBR
What is a Devo hat ?|What|What is|WP|VBZ|VBZ|DESC
How long was the longest hiccup attack ?|How|How long|WRB|JJ|VBD|NUM
What kind of weapons were used in Medieval warfare ?|What|What kind|WDT|NN|VBN|ENTY
How many people live in Tokyo ?|How|How many|WRB|JJ|VBP|NUM
What fruit-topped actress was known as The Brazilian Bombshell ?|What|What fruit|WDT|NN|VBN|HUM
What are birds descendents of ?|What|What are|WP|VBP|VBP|ENTY
When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?|what|When the what moving|WP|VBG|VBD|HUM
Which Kevin Costner movie involves the Sioux Indians ?|Which|Which Kevin|WDT|NNP|VBZ|ENTY
Who played the title role in My Favorite Martian ?|Who|Who played|WP|VBD|VBD|HUM
